5,300,988,1987
10,300,7716,7132
15,300,4580,5214
21,300,2988,3224
27,300,2749,2906
32,300,2519,2596
38,300,2403,2624
44,300,2260,2500
50,300,2135,2383
55,300,2022,2235
61,300,1923,2104
66,300,1816,1969
72,300,1760,1884
78,300,1707,1821
83,300,1692,1792
90,300,1625,1731
95,300,1600,1684
101,300,1571,1656
106,300,1537,1615
112,300,1488,1586
118,300,1499,1560
123,300,1483,1548
130,300,1450,1537
135,300,1441,1518
141,300,1428,1515
147,300,1423,1493
152,300,1418,1462
158,300,1424,1480
164,300,1409,1471
169,300,1392,1459
176,300,1396,1458
181,300,1376,1466
187,300,1400,1468
193,300,1392,1428
198,300,1369,1448
204,300,1376,1448
209,300,1368,1416
216,300,1361,1434
222,300,1391,1444
227,300,1356,1409
233,300,1376,1432
239,300,1383,1445
244,300,1359,1408
250,300,1373,1431
256,300,1379,1424
262,300,1350,1419
268,300,1364,1428
273,300,1352,1416
279,300,1352,1437
284,300,1380,1425
290,300,1367,1402
296,300,1350,1436
302,300,1366,1423
308,300,1354,1415
313,300,1356,1430
319,300,1366,1423
325,300,1364,1411
330,300,1349,1413
336,300,1358,1423
343,300,1354,1407
348,300,1361,1413
354,300,1364,1424
359,300,1349,1411
365,300,1365,1416
371,300,1363,1421
376,300,1357,1417
382,300,1366,1427
388,300,1360,1420
394,300,1340,1415
400,300,1356,1421
405,300,1360,1416
411,300,1350,1408
417,300,1356,1416
422,300,1353,1415
429,300,1338,1417
434,300,1363,1410
440,300,1348,1413
446,300,1355,1416
451,300,1354,1410
457,300,1337,1410
462,300,1353,1410
468,300,1350,1410
475,300,1345,1407
480,300,1365,1418
486,300,1358,1412
491,300,1348,1404
497,300,1349,1416
503,300,1337,1410
508,300,1340,1398
515,300,1357,1397
521,300,1351,1405
526,300,1346,1389
532,300,1350,1379
537,300,1334,1404
543,300,1338,1391
549,300,1352,1386
555,300,1348,1403
561,300,1332,1376
567,300,1352,1403
572,300,1336,1405
578,300,1344,1376
583,300,1336,1402
589,300,1330,1408
595,300,1345,1376
601,300,1342,1392
607,300,1348,1404
612,300,1351,1390
618,300,1332,1389
624,300,1340,1400
629,300,1336,1404
635,300,1334,1394
641,300,1335,1401
647,300,1332,1408
653,300,1338,1402
658,300,1334,1398
664,300,1344,1376
670,300,1328,1400
675,300,1348,1397
681,300,1349,1380
687,300,1340,1405
693,300,1348,1392
699,300,1344,1392
704,300,1340,1403
710,300,1328,1392
715,300,1336,1390
721,300,1349,1409
728,300,1349,1390
733,300,1332,1369
739,300,1337,1410
745,300,1346,1388
750,300,1349,1387
756,300,1347,1412
761,300,1359,1396
768,300,1351,1404
774,300,1344,1414
779,300,1356,1408
785,300,1348,1404
790,300,1346,1407
796,300,1350,1384
802,300,1346,1413
807,300,1359,1405
814,300,1329,1401
820,300,1354,1417
825,300,1359,1404
831,300,1343,1386
836,300,1345,1419
842,300,1344,1407
848,300,1356,1385
854,300,1326,1412
860,300,1360,1409
865,300,1348,1398
871,300,1339,1411
877,300,1357,1412
882,300,1348,1396
888,300,1349,1410
894,300,1333,1400
900,300,1342,1396
906,300,1350,1408
911,300,1336,1393
917,300,1350,1388
923,300,1348,1399
928,300,1330,1405
934,300,1342,1399
940,300,1343,1401
946,300,1344,1413
952,300,1327,1400
957,300,1349,1403
963,300,1332,1412
969,300,1328,1410
974,300,1335,1411
980,300,1328,1409
986,300,1337,1392
992,300,1332,1388
998,300,1341,1392
1003,300,1334,1388
1009,300,1328,1400
1015,300,1341,1392
1020,300,1336,1388
1027,300,1340,1402
1033,300,1332,1409
1038,300,1338,1407
1044,300,1345,1398
1050,300,1321,1405
1055,300,1341,1394
1061,300,1338,1392
1067,300,1340,1389
1073,300,1332,1398
1079,300,1343,1394
1084,300,1332,1392
1090,300,1331,1387
1096,300,1321,1401
1101,300,1328,1392
1107,300,1341,1385
1114,300,1326,1408
1119,300,1330,1392
1125,300,1336,1394
1131,300,1324,1406
1136,300,1343,1394
1142,300,1337,1392
1148,300,1336,1391
1154,300,1334,1386
1160,300,1328,1408
1166,300,1324,1394
1171,300,1338,1387
1177,300,1321,1397
1183,300,1331,1396
1188,300,1339,1380
1195,300,1310,1394
1201,300,1348,1398
1206,300,1327,1397
1212,300,1333,1392
1218,300,1326,1392
1223,300,1330,1397
1229,300,1334,1394
1235,300,1337,1390
1241,300,1336,1405
1247,300,1337,1404
1253,300,1337,1389
1258,300,1316,1407
1264,300,1349,1390
1270,300,1336,1397
1275,300,1314,1379
1282,300,1339,1396
1287,300,1328,1401
1293,300,1335,1377
1299,300,1332,1407
1304,300,1339,1382
1310,300,1334,1388
1316,300,1333,1405
1321,300,1340,1392
1328,300,1352,1397
1334,300,1336,1393
1339,300,1332,1397
1345,300,1337,1399
1351,300,1331,1398
1356,300,1322,1390
1362,300,1334,1404
1369,300,1310,1403
1374,300,1329,1400
1380,300,1331,1383
1386,300,1326,1399
1391,300,1341,1395
1397,300,1317,1374
1403,300,1332,1378
1409,300,1323,1356
1415,300,1330,1388
1421,300,1325,1388
1426,300,1326,1384
1432,300,1306,1388
1438,300,1324,1396
1443,300,1325,1389
1449,300,1331,1391
1456,300,1343,1388
1461,300,1312,1392
1467,300,1328,1390
1473,300,1328,1383
1478,300,1332,1376
1484,300,1338,1401
1489,300,1333,1381
1496,300,1320,1375
1502,300,1340,1386
1507,300,1338,1383
1513,300,1340,1400
1519,300,1324,1400
1524,300,1322,1387
1530,300,1332,1402
1537,300,1344,1395
1542,300,1342,1372
1548,300,1337,1393
1554,300,1327,1400
1559,300,1333,1376
1565,300,1340,1400
1571,300,1342,1400
1576,300,1335,1393
1583,300,1335,1385
1589,300,1326,1400
1594,300,1331,1376
1600,300,1342,1401
1606,300,1342,1398
1611,300,1343,1392
1617,300,1316,1404
1624,300,1327,1405
1629,300,1341,1408
1635,300,1329,1398
1641,300,1342,1389
1646,300,1330,1413
1652,300,1334,1400
1658,300,1324,1388
1664,300,1336,1395
1670,300,1334,1399
1676,300,1327,1390
1681,300,1312,1381
1687,300,1318,1402
1692,300,1332,1400
1698,300,1321,1373
1704,300,1318,1399
1710,300,1328,1396
1716,300,1318,1385
1722,300,1329,1393
1727,300,1332,1374
1733,300,1329,1391
1739,300,1324,1393
1744,300,1325,1356
1751,300,1318,1404
1757,300,1331,1385
1762,300,1318,1380
1768,300,1322,1396
1774,300,1328,1382
1779,300,1330,1384
1785,300,1325,1398
1792,300,1332,1391
1797,300,1320,1386
1803,300,1325,1396
1809,300,1320,1402
1814,300,1319,1392
1820,300,1318,1390
1826,300,1317,1384
1831,300,1302,1398
1838,300,1328,1388
1844,300,1312,1376
1849,300,1321,1383
1855,300,1325,1381
1861,300,1305,1385
1866,300,1316,1369
1872,300,1321,1383
1879,300,1317,1390
1884,300,1326,1386
1890,300,1317,1390
1896,300,1316,1372
1901,300,1336,1381
1907,300,1306,1388
1912,300,1320,1364
1918,300,1325,1386
1925,300,1312,1376
1930,300,1317,1385
1936,300,1310,1381
1942,300,1310,1388
1947,300,1322,1384
1953,300,1313,1372
1959,300,1304,1363
1965,300,1334,1366
1971,300,1304,1376
1977,300,1314,1376
1982,300,1318,1384
1988,300,1315,1376
1994,300,1328,1380
1999,300,1308,1386
2006,300,1308,1364
2012,300,1324,1379
2017,300,1313,1371
2023,300,1308,1367
2029,300,1337,1365
2034,300,1308,1367
2040,300,1327,1387
2046,300,1319,1383
2052,300,1323,1376
2058,300,1326,1365
2064,300,1306,1387
2069,300,1300,1376
2075,300,1324,1381
2081,300,1308,1366
2086,300,1305,1380
2093,300,1328,1385
2099,300,1308,1372
2104,300,1329,1374
2110,300,1304,1374
2115,300,1310,1384
2121,300,1321,1368
2127,300,1307,1357
2132,300,1305,1365
2139,300,1324,1366
2145,300,1303,1369
2150,300,1325,1370
2156,300,1320,1364
2162,300,1308,1373
2167,300,1331,1372
2173,300,1316,1377
2180,300,1310,1368
2185,300,1331,1375
2191,300,1313,1372
2197,300,1317,1378
2202,300,1322,1372
2208,300,1312,1381
2214,300,1328,1384
2220,300,1320,1360
2226,300,1306,1369
2232,300,1333,1353
2237,300,1310,1384
2243,300,1312,1368
2249,300,1331,1355
2254,300,1312,1386
2260,300,1321,1387
2267,300,1321,1384
2272,300,1312,1382
2278,300,1336,1382
2284,300,1329,1398
2289,300,1308,1380
2295,300,1340,1374
2301,300,1308,1387
2307,300,1324,1387
2313,300,1325,1372
2319,300,1320,1378
2324,300,1324,1389
2330,300,1324,1376
2335,300,1318,1391
2341,300,1340,1401
2348,300,1333,1390
2353,300,1314,1393
2359,300,1336,1401
2365,300,1324,1398
2370,300,1320,1382
2376,300,1326,1376
2382,300,1317,1373
2387,300,1324,1385
2394,300,1329,1376
2400,300,1309,1365
2405,300,1328,1384
2411,300,1316,1380
2417,300,1320,1372
2422,300,1328,1383
2428,300,1318,1374
2435,300,1316,1395
2440,300,1325,1385
2446,300,1298,1368
2452,300,1328,1391
2457,300,1317,1384
2463,300,1316,1376
2469,300,1321,1389
2475,300,1324,1397
2481,300,1317,1370
2487,300,1320,1382
2492,300,1315,1388
2498,300,1313,1388
2504,300,1331,1380
2509,300,1312,1371
2515,300,1327,1385
2522,300,1320,1386
2527,300,1325,1367
2533,300,1309,1384
2539,300,1313,1383
2544,300,1310,1386
2550,300,1324,1388
2555,300,1300,1376
2562,300,1316,1362
2568,300,1316,1374
2573,300,1321,1376
2579,300,1322,1372
2585,300,1324,1376
2590,300,1322,1379
2596,300,1311,1368
2603,300,1316,1389
2608,300,1315,1373
2614,300,1322,1371
2620,300,1312,1385
2625,300,1309,1377
2631,300,1318,1364
2637,300,1316,1383
2642,300,1316,1384
2649,300,1320,1364
2655,300,1324,1383
2660,300,1324,1368
2666,300,1313,1394
2672,300,1316,1381
2677,300,1312,1363
2683,300,1312,1384
